symbol,ctmString,open,close,high,low,vol,quoteId,datetime,rsiM1,signal
RHM.DE_9,"May 3, 2024, 2:04:00 PM",524.0,523.8,524.0,523.8,6.0,6,2024-05-03 14:04:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:05:00 PM",523.8,524.0,524.0,523.8,14.0,6,2024-05-03 14:05:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:06:00 PM",524.2,524.2,524.2,524.2,1.0,6,2024-05-03 14:06:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:07:00 PM",524.0,524.0,524.0,524.0,10.0,6,2024-05-03 14:07:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:08:00 PM",524.0,524.0,524.0,524.0,6.0,6,2024-05-03 14:08:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:09:00 PM",524.0,524.0,524.0,524.0,3.0,6,2024-05-03 14:09:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:11:00 PM",524.2,524.0,524.2,524.0,15.0,6,2024-05-03 14:11:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:12:00 PM",524.0,524.0,524.0,524.0,1.0,6,2024-05-03 14:12:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:13:00 PM",524.2,523.4,524.2,523.4,16.0,6,2024-05-03 14:13:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:14:00 PM",523.6,523.2,523.6,523.2,15.0,6,2024-05-03 14:14:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:15:00 PM",523.4,523.8,523.8,523.4,14.0,6,2024-05-03 14:15:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:16:00 PM",524.0,524.0,524.0,523.8,4.0,6,2024-05-03 14:16:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:17:00 PM",524.0,524.0,524.0,524.0,3.0,6,2024-05-03 14:17:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:18:00 PM",524.2,524.6,524.6,524.2,8.0,6,2024-05-03 14:18:00,,HOLD
RHM.DE_9,"May 3, 2024, 2:19:00 PM",524.4,525.0,525.0,524.4,4.0,6,2024-05-03 14:19:00,73.80223025222335,HOLD
RHM.DE_9,"May 3, 2024, 2:20:00 PM",524.8,524.8,524.8,524.8,1.0,6,2024-05-03 14:20:00,67.5647892517467,HOLD
RHM.DE_9,"May 3, 2024, 2:21:00 PM",524.6,524.6,524.6,524.4,9.0,6,2024-05-03 14:21:00,61.92827474409008,HOLD
RHM.DE_9,"May 3, 2024, 2:22:00 PM",524.6,524.6,524.6,524.6,5.0,6,2024-05-03 14:22:00,61.928274744090075,HOLD
RHM.DE_9,"May 3, 2024, 2:23:00 PM",524.4,523.8,524.4,523.8,22.0,6,2024-05-03 14:23:00,44.648833990463814,HOLD
RHM.DE_9,"May 3, 2024, 2:24:00 PM",524.2,524.0,524.2,524.0,7.0,6,2024-05-03 14:24:00,48.51637155592926,HOLD
RHM.DE_9,"May 3, 2024, 2:25:00 PM",524.2,524.4,524.4,524.2,6.0,6,2024-05-03 14:25:00,55.25089406035989,HOLD
RHM.DE_9,"May 3, 2024, 2:26:00 PM",524.6,524.6,524.6,524.6,6.0,6,2024-05-03 14:26:00,58.195425249821945,HOLD
RHM.DE_9,"May 3, 2024, 2:27:00 PM",524.8,524.6,524.8,524.6,4.0,6,2024-05-03 14:27:00,58.19542524982194,HOLD
RHM.DE_9,"May 3, 2024, 2:28:00 PM",524.8,524.8,524.8,524.8,4.0,6,2024-05-03 14:28:00,61.15947985457193,HOLD
RHM.DE_9,"May 3, 2024, 2:31:00 PM",525.0,525.2,525.2,525.0,6.0,6,2024-05-03 14:31:00,66.30513615909521,HOLD
RHM.DE_9,"May 3, 2024, 2:32:00 PM",525.6,525.8,526.0,525.6,12.0,6,2024-05-03 14:32:00,72.2449596892825,HOLD
RHM.DE_9,"May 3, 2024, 2:33:00 PM",525.6,525.6,525.6,525.6,3.0,6,2024-05-03 14:33:00,67.94531301122898,HOLD
RHM.DE_9,"May 3, 2024, 2:34:00 PM",525.8,526.0,526.0,525.8,22.0,6,2024-05-03 14:34:00,71.58740414674446,HOLD
RHM.DE_9,"May 3, 2024, 2:35:00 PM",525.8,526.0,526.0,525.8,12.0,6,2024-05-03 14:35:00,71.58740414674446,HOLD
RHM.DE_9,"May 3, 2024, 2:36:00 PM",526.2,526.2,526.2,525.8,19.0,6,2024-05-03 14:36:00,73.34370315325972,HOLD
RHM.DE_9,"May 3, 2024, 2:37:00 PM",526.4,527.2,528.0,526.4,25.0,6,2024-05-03 14:37:00,80.00045474015779,SELL
RHM.DE_9,"May 3, 2024, 2:38:00 PM",527.2,526.8,527.2,526.8,16.0,6,2024-05-03 14:38:00,72.23034910678614,HOLD
RHM.DE_9,"May 3, 2024, 2:39:00 PM",526.6,527.0,527.0,526.6,11.0,6,2024-05-03 14:39:00,73.61048111325557,HOLD
RHM.DE_9,"May 3, 2024, 2:40:00 PM",527.0,527.6,527.6,527.0,7.0,6,2024-05-03 14:40:00,77.26152809230116,SELL
RHM.DE_9,"May 3, 2024, 2:41:00 PM",527.6,527.8,527.8,527.6,5.0,6,2024-05-03 14:41:00,78.3373985605428,HOLD
RHM.DE_9,"May 3, 2024, 2:42:00 PM",527.8,527.8,528.2,527.8,10.0,6,2024-05-03 14:42:00,78.33739856054281,HOLD
RHM.DE_9,"May 3, 2024, 2:43:00 PM",527.6,527.6,527.6,527.6,9.0,6,2024-05-03 14:43:00,74.26231461805754,HOLD
RHM.DE_9,"May 3, 2024, 2:44:00 PM",527.6,527.2,527.6,527.2,12.0,6,2024-05-03 14:44:00,66.78011554382181,HOLD
RHM.DE_9,"May 3, 2024, 2:45:00 PM",527.0,529.8,529.8,527.0,32.0,6,2024-05-03 14:45:00,80.51934493020383,SELL
RHM.DE_9,"May 3, 2024, 2:46:00 PM",529.2,527.4,529.2,527.4,35.0,6,2024-05-03 14:46:00,57.059895863692475,HOLD
RHM.DE_9,"May 3, 2024, 2:47:00 PM",527.6,527.2,527.6,526.2,30.0,6,2024-05-03 14:47:00,55.60596943929726,HOLD
RHM.DE_9,"May 3, 2024, 2:48:00 PM",527.2,527.6,527.6,526.6,25.0,6,2024-05-03 14:48:00,57.91562397914911,HOLD
RHM.DE_9,"May 3, 2024, 2:49:00 PM",527.4,526.4,527.6,526.4,14.0,6,2024-05-03 14:49:00,49.58169562209396,HOLD
RHM.DE_9,"May 3, 2024, 2:50:00 PM",526.8,527.0,527.0,526.8,9.0,6,2024-05-03 14:50:00,53.207349612911635,HOLD
RHM.DE_9,"May 3, 2024, 2:51:00 PM",526.6,526.6,526.6,526.6,1.0,6,2024-05-03 14:51:00,50.59518391069547,HOLD
RHM.DE_9,"May 3, 2024, 2:52:00 PM",526.4,527.2,527.4,526.4,16.0,6,2024-05-03 14:52:00,54.22537769337147,HOLD
RHM.DE_9,"May 3, 2024, 2:53:00 PM",527.2,526.8,527.4,526.8,19.0,6,2024-05-03 14:53:00,51.50812702623273,HOLD
RHM.DE_9,"May 3, 2024, 2:54:00 PM",527.0,527.0,527.2,527.0,8.0,6,2024-05-03 14:54:00,52.78218072120971,HOLD
RHM.DE_9,"May 3, 2024, 2:55:00 PM",527.0,526.6,527.0,526.6,12.0,6,2024-05-03 14:55:00,49.9552535537124,HOLD
RHM.DE_9,"May 3, 2024, 2:56:00 PM",526.8,526.2,526.8,526.2,7.0,6,2024-05-03 14:56:00,47.2310498874156,HOLD
RHM.DE_9,"May 3, 2024, 2:57:00 PM",526.4,526.2,526.4,526.2,6.0,6,2024-05-03 14:57:00,47.231049887415594,HOLD
RHM.DE_9,"May 3, 2024, 2:58:00 PM",526.4,526.0,526.4,525.8,14.0,6,2024-05-03 14:58:00,45.783263389436236,HOLD
