symbol,ctmString,open,close,high,low,vol,quoteId,datetime,rsiM1,signal
RHM.DE_9,"May 3, 2024, 3:04:00 PM",526.8,527.6,527.6,526.8,7.0,6,2024-05-03 15:04:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:05:00 PM",527.8,528.2,528.2,527.6,13.0,6,2024-05-03 15:05:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:06:00 PM",528.4,528.4,528.4,528.4,5.0,6,2024-05-03 15:06:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:07:00 PM",527.2,527.0,527.4,527.0,12.0,6,2024-05-03 15:07:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:08:00 PM",527.2,527.8,528.2,527.2,13.0,6,2024-05-03 15:08:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:09:00 PM",528.0,527.0,528.0,526.6,21.0,6,2024-05-03 15:09:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:10:00 PM",527.0,526.8,527.0,526.8,3.0,6,2024-05-03 15:10:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:11:00 PM",526.8,526.8,527.0,526.6,12.0,6,2024-05-03 15:11:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:12:00 PM",526.8,527.8,527.8,526.6,24.0,6,2024-05-03 15:12:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:13:00 PM",527.6,527.8,528.0,527.6,17.0,6,2024-05-03 15:13:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:14:00 PM",527.6,528.2,528.2,527.6,26.0,6,2024-05-03 15:14:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:15:00 PM",528.6,528.4,528.6,528.4,14.0,6,2024-05-03 15:15:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:16:00 PM",528.8,529.0,529.0,528.6,8.0,6,2024-05-03 15:16:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:17:00 PM",529.0,529.4,529.4,529.0,8.0,6,2024-05-03 15:17:00,,HOLD
RHM.DE_9,"May 3, 2024, 3:18:00 PM",528.6,528.8,528.8,528.2,7.0,6,2024-05-03 15:18:00,60.62131593554526,HOLD
RHM.DE_9,"May 3, 2024, 3:19:00 PM",528.8,528.0,528.8,528.0,16.0,6,2024-05-03 15:19:00,50.73354736312747,HOLD
RHM.DE_9,"May 3, 2024, 3:20:00 PM",527.8,527.8,527.8,527.8,2.0,6,2024-05-03 15:20:00,48.59938056403446,HOLD
RHM.DE_9,"May 3, 2024, 3:21:00 PM",527.6,527.8,527.8,527.6,9.0,6,2024-05-03 15:21:00,48.59938056403446,HOLD
RHM.DE_9,"May 3, 2024, 3:22:00 PM",527.2,527.0,527.2,526.8,16.0,6,2024-05-03 15:22:00,40.66392623577397,HOLD
RHM.DE_9,"May 3, 2024, 3:23:00 PM",527.0,527.2,527.2,527.0,13.0,6,2024-05-03 15:23:00,43.16254709882457,HOLD
RHM.DE_9,"May 3, 2024, 3:24:00 PM",527.4,528.0,528.4,527.4,10.0,6,2024-05-03 15:24:00,51.88955900604943,HOLD
