symbol,ctmString,open,close,high,low,vol,quoteId,datetime,rsiM1,signal
RHM.DE_9,"May 3, 2024, 1:35:00 PM",524.0,524.0,524.0,524.0,2.0,6,2024-05-03 13:35:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:36:00 PM",524.0,524.0,524.0,524.0,3.0,6,2024-05-03 13:36:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:37:00 PM",523.8,523.8,523.8,523.8,5.0,6,2024-05-03 13:37:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:38:00 PM",524.0,523.6,524.0,523.6,9.0,6,2024-05-03 13:38:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:39:00 PM",523.6,523.6,523.6,523.6,5.0,6,2024-05-03 13:39:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:40:00 PM",523.4,523.4,523.6,523.4,10.0,6,2024-05-03 13:40:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:41:00 PM",523.4,523.4,523.4,523.4,5.0,6,2024-05-03 13:41:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:42:00 PM",523.4,523.8,523.8,523.4,7.0,6,2024-05-03 13:42:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:43:00 PM",523.8,524.0,524.0,523.8,10.0,6,2024-05-03 13:43:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:44:00 PM",523.8,524.4,524.4,523.8,10.0,6,2024-05-03 13:44:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:45:00 PM",524.2,524.2,524.2,524.2,4.0,6,2024-05-03 13:45:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:46:00 PM",524.2,524.4,524.4,524.0,11.0,6,2024-05-03 13:46:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:47:00 PM",524.2,524.2,524.2,524.2,11.0,6,2024-05-03 13:47:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:48:00 PM",524.0,524.0,524.0,524.0,3.0,6,2024-05-03 13:48:00,,HOLD
RHM.DE_9,"May 3, 2024, 1:49:00 PM",524.2,524.0,524.2,524.0,3.0,6,2024-05-03 13:49:00,50.707013345679854,HOLD
RHM.DE_9,"May 3, 2024, 1:50:00 PM",523.8,523.6,523.8,523.6,4.0,6,2024-05-03 13:50:00,39.85909618553076,HOLD
RHM.DE_9,"May 3, 2024, 1:51:00 PM",523.8,524.0,524.2,523.8,15.0,6,2024-05-03 13:51:00,51.120441730676504,HOLD
RHM.DE_9,"May 3, 2024, 1:52:00 PM",524.4,524.2,524.4,524.2,11.0,6,2024-05-03 13:52:00,55.597403526803845,HOLD
RHM.DE_9,"May 3, 2024, 1:54:00 PM",524.0,524.0,524.0,524.0,5.0,6,2024-05-03 13:54:00,50.605789421636665,HOLD
RHM.DE_9,"May 3, 2024, 1:55:00 PM",524.4,524.4,524.4,524.2,8.0,6,2024-05-03 13:55:00,58.60966167964248,HOLD
RHM.DE_9,"May 3, 2024, 1:56:00 PM",524.2,524.2,524.2,524.2,5.0,6,2024-05-03 13:56:00,53.90620103912791,HOLD
RHM.DE_9,"May 3, 2024, 1:57:00 PM",524.0,524.2,524.2,524.0,4.0,6,2024-05-03 13:57:00,53.90620103912791,HOLD
RHM.DE_9,"May 3, 2024, 1:58:00 PM",524.0,524.2,524.2,524.0,20.0,6,2024-05-03 13:58:00,53.90620103912791,HOLD
RHM.DE_9,"May 3, 2024, 1:59:00 PM",524.0,524.4,524.4,524.0,7.0,6,2024-05-03 13:59:00,58.105346794338395,HOLD
