symbol,ctmString,open,close,high,low,vol,quoteId,datetime,rsiM1,signal
RHM.DE_9,"May 3, 2024, 10:27:00 AM",518.0,518.0,518.0,518.0,2.0,6,2024-05-03 10:27:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:28:00 AM",517.8,517.8,517.8,517.6,17.0,6,2024-05-03 10:28:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:29:00 AM",517.6,518.0,518.2,517.6,10.0,6,2024-05-03 10:29:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:30:00 AM",518.2,518.2,518.2,518.2,3.0,6,2024-05-03 10:30:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:31:00 AM",519.0,519.0,519.0,519.0,4.0,6,2024-05-03 10:31:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:32:00 AM",519.0,519.2,519.2,518.8,8.0,6,2024-05-03 10:32:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:33:00 AM",519.4,519.0,519.4,519.0,6.0,6,2024-05-03 10:33:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:34:00 AM",519.2,518.8,519.2,518.6,8.0,6,2024-05-03 10:34:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:35:00 AM",518.6,518.6,518.6,518.6,2.0,6,2024-05-03 10:35:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:36:00 AM",518.4,518.6,518.6,518.4,3.0,6,2024-05-03 10:36:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:37:00 AM",518.6,518.8,519.0,518.6,10.0,6,2024-05-03 10:37:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:39:00 AM",519.0,518.8,519.4,518.8,11.0,6,2024-05-03 10:39:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:40:00 AM",519.0,518.8,519.2,518.6,10.0,6,2024-05-03 10:40:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:41:00 AM",518.6,518.8,518.8,518.6,5.0,6,2024-05-03 10:41:00,,HOLD
RHM.DE_9,"May 3, 2024, 10:42:00 AM",518.6,518.6,518.6,518.6,3.0,6,2024-05-03 10:42:00,55.88526490547328,HOLD
RHM.DE_9,"May 3, 2024, 10:43:00 AM",518.2,518.0,518.2,518.0,10.0,6,2024-05-03 10:43:00,38.55451691558033,HOLD
RHM.DE_9,"May 3, 2024, 10:44:00 AM",517.8,518.0,518.0,517.8,5.0,6,2024-05-03 10:44:00,38.55451691558032,HOLD
RHM.DE_9,"May 3, 2024, 10:45:00 AM",517.8,517.2,517.8,517.2,6.0,6,2024-05-03 10:45:00,26.058385161809323,HOLD
RHM.DE_9,"May 3, 2024, 10:46:00 AM",517.8,517.2,517.8,517.2,5.0,6,2024-05-03 10:46:00,26.05838516180932,HOLD
RHM.DE_9,"May 3, 2024, 10:47:00 AM",517.6,517.6,517.6,517.6,5.0,6,2024-05-03 10:47:00,37.75690419504519,HOLD
RHM.DE_9,"May 3, 2024, 10:48:00 AM",517.6,517.6,517.6,517.6,7.0,6,2024-05-03 10:48:00,37.75690419504518,HOLD
RHM.DE_9,"May 3, 2024, 10:49:00 AM",518.0,517.6,518.0,517.6,7.0,6,2024-05-03 10:49:00,37.75690419504519,HOLD
RHM.DE_9,"May 3, 2024, 10:50:00 AM",517.6,517.6,517.6,517.6,2.0,6,2024-05-03 10:50:00,37.756904195045195,HOLD
RHM.DE_9,"May 3, 2024, 10:51:00 AM",517.6,517.8,517.8,517.4,10.0,6,2024-05-03 10:51:00,43.742795674222485,HOLD
RHM.DE_9,"May 3, 2024, 10:52:00 AM",518.0,518.0,518.0,518.0,2.0,6,2024-05-03 10:52:00,49.02240381691858,HOLD
RHM.DE_9,"May 3, 2024, 10:53:00 AM",517.8,517.8,517.8,517.8,1.0,6,2024-05-03 10:53:00,44.52264549458952,HOLD
