symbol,ctmString,open,close,high,low,vol,quoteId,datetime,rsiM1,signal,signal_price
SAP.DE_9,"May 6, 2024, 9:15:00 AM",170.2,170.24,170.46,170.16,538.0,6,2024-05-06 09:15:00,,HOLD,
SAP.DE_9,"May 6, 2024, 9:16:00 AM",170.42,170.68,170.78,170.42,31.0,6,2024-05-06 09:16:00,,HOLD,
SAP.DE_9,"May 6, 2024, 9:17:00 AM",170.66,170.8,170.8,170.66,30.0,6,2024-05-06 09:17:00,,HOLD,
SAP.DE_9,"May 6, 2024, 9:18:00 AM",170.82,170.88,170.88,170.82,21.0,6,2024-05-06 09:18:00,,HOLD,
SAP.DE_9,"May 6, 2024, 9:19:00 AM",170.86,170.62,170.88,170.62,19.0,6,2024-05-06 09:19:00,,HOLD,
SAP.DE_9,"May 6, 2024, 9:20:00 AM",170.6,170.7,170.72,170.6,34.0,6,2024-05-06 09:20:00,,HOLD,
SAP.DE_9,"May 6, 2024, 9:21:00 AM",170.68,170.66,170.76,170.62,26.0,6,2024-05-06 09:21:00,,HOLD,
SAP.DE_9,"May 6, 2024, 9:22:00 AM",170.68,170.66,170.7,170.66,32.0,6,2024-05-06 09:22:00,,HOLD,
SAP.DE_9,"May 6, 2024, 9:23:00 AM",170.64,170.52,170.66,170.52,22.0,6,2024-05-06 09:23:00,,HOLD,
SAP.DE_9,"May 6, 2024, 9:24:00 AM",170.52,170.38,170.52,170.38,19.0,6,2024-05-06 09:24:00,,HOLD,
SAP.DE_9,"May 6, 2024, 9:25:00 AM",170.4,170.28,170.44,170.2,36.0,6,2024-05-06 09:25:00,,HOLD,
SAP.DE_9,"May 6, 2024, 9:26:00 AM",170.28,170.24,170.28,170.24,9.0,6,2024-05-06 09:26:00,37.26763042028288,HOLD,
SAP.DE_9,"May 6, 2024, 9:27:00 AM",170.26,170.32,170.38,170.24,28.0,6,2024-05-06 09:27:00,43.3942267900139,HOLD,
SAP.DE_9,"May 6, 2024, 9:28:00 AM",170.3,170.32,170.32,170.3,15.0,6,2024-05-06 09:28:00,43.39422679001389,HOLD,
SAP.DE_9,"May 6, 2024, 9:29:00 AM",170.3,170.1,170.3,170.1,19.0,6,2024-05-06 09:29:00,32.75105752920629,HOLD,
SAP.DE_9,"May 6, 2024, 9:30:00 AM",170.12,170.1,170.14,170.1,14.0,6,2024-05-06 09:30:00,32.75105752920629,HOLD,
