symbol,ask,bid,low,high,askVolume,bidVolume,spreadRaw,timestamp,datetime,rsiM1,signal,signal_price
BITCOIN,64063.0,63845.0,62478.0,64443.0,3,2,218.0,1714855739483,2024-05-04 21:48:59.483,,HOLD,
BITCOIN,64066.0,63840.0,62478.0,64443.0,5,5,226.0,1714855739483,2024-05-04 21:48:59.483,,HOLD,
BITCOIN,64069.0,63838.0,62478.0,64443.0,10,10,231.0,1714855739483,2024-05-04 21:48:59.483,,HOLD,
BITCOIN,64051.0,63833.0,62478.0,64443.0,3,3,218.0,1714855742737,2024-05-04 21:49:02.737,,HOLD,
BITCOIN,64054.0,63828.0,62478.0,64443.0,5,5,226.0,1714855742737,2024-05-04 21:49:02.737,,HOLD,
BITCOIN,64057.0,63826.0,62478.0,64443.0,10,10,231.0,1714855742737,2024-05-04 21:49:02.737,,HOLD,
BITCOIN,64030.0,63812.0,62478.0,64443.0,3,3,218.0,1714855743103,2024-05-04 21:49:03.103,,HOLD,
BITCOIN,64035.0,63809.0,62478.0,64443.0,5,5,226.0,1714855743103,2024-05-04 21:49:03.103,,HOLD,
BITCOIN,64037.0,63806.0,62478.0,64443.0,10,10,231.0,1714855743103,2024-05-04 21:49:03.103,,HOLD,
BITCOIN,64027.0,63809.0,62478.0,64443.0,3,3,218.0,1714855743776,2024-05-04 21:49:03.776,,HOLD,
BITCOIN,64030.0,63804.0,62478.0,64443.0,5,5,226.0,1714855743776,2024-05-04 21:49:03.776,,HOLD,
BITCOIN,64033.0,63802.0,62478.0,64443.0,10,10,231.0,1714855743776,2024-05-04 21:49:03.776,32.78849712083177,HOLD,
BITCOIN,64021.0,63803.0,62478.0,64443.0,3,3,218.0,1714855744129,2024-05-04 21:49:04.129,25.911240753952477,HOLD,
BITCOIN,64026.0,63800.0,62478.0,64443.0,5,5,226.0,1714855744129,2024-05-04 21:49:04.129,32.409005492967786,HOLD,
BITCOIN,64028.0,63797.0,62478.0,64443.0,10,10,231.0,1714855744129,2024-05-04 21:49:04.129,34.920368111420046,HOLD,
BITCOIN,64018.0,63801.0,62478.0,64443.0,3,3,217.0,1714855745273,2024-05-04 21:49:05.273,28.995101326123965,HOLD,
BITCOIN,64023.0,63796.0,62478.0,64443.0,5,5,227.0,1714855745273,2024-05-04 21:49:05.273,35.05592080988376,HOLD,
BITCOIN,64025.0,63794.0,62478.0,64443.0,10,10,231.0,1714855745273,2024-05-04 21:49:05.273,37.40676116824336,HOLD,
BITCOIN,64020.0,63802.0,62478.0,64443.0,3,3,218.0,1714855749395,2024-05-04 21:49:09.395,34.02024108737766,HOLD,
BITCOIN,64025.0,63797.0,62478.0,64443.0,5,5,228.0,1714855749395,2024-05-04 21:49:09.395,39.99579187902692,HOLD,
BITCOIN,64027.0,63795.0,62478.0,64443.0,10,10,232.0,1714855749395,2024-05-04 21:49:09.395,42.29528031596485,HOLD,
BITCOIN,64025.0,63807.0,62478.0,64443.0,3,3,218.0,1714855751995,2024-05-04 21:49:11.995,40.58446914960952,HOLD,
BITCOIN,64028.0,63802.0,62478.0,64443.0,5,5,226.0,1714855751995,2024-05-04 21:49:11.995,44.30183255433326,HOLD,
